"PID_PRCPID","OID_CNT","FirstOfUSE_MAIN","MAX_FLR","TOT_FLRARE","A_ATHLETIC","A_ACADEMIC","A_PUBLCASM","A_FIREPOL","A_GARAGE","A_HOTEL","A_LIBRARY","A_MALL","A_MEDICAL","A_MUSEUM","A_OFFICE","A_RESIDENT","A_RESTRNT","A_RETAIL","A_SUPERMRK","A_SCHOOL","A_WORSHIP"
"0502786000",1,"Residential",5,891.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,891.25,0.00,0.00,0.00,0.00,0.00
"0502787000",2,"Residential",6,2100.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2100.51,0.00,0.00,0.00,0.00,0.00
"0502788000",2,"Residential",6,1197.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1197.39,0.00,0.00,0.00,0.00,0.00
"0502789000",2,"Residential",6,1058.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1058.41,0.00,0.00,0.00,0.00,0.00
"0502790000",1,"Residential",6,852.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,852.94,0.00,0.00,0.00,0.00,0.00
"0502791000",2,"Residential",6,871.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,871.06,0.00,0.00,0.00,0.00,0.00
"0502792000",2,"Residential",6,1271.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1271.09,0.00,0.00,0.00,0.00,0.00
"0502793000",2,"Residential",6,941.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,941.33,0.00,0.00,0.00,0.00,0.00
"0502794000",1,"Residential",5,608.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,608.30,0.00,0.00,0.00,0.00,0.00
"0502795000",1,"Residential",5,561.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,561.49,0.00,0.00,0.00,0.00,0.00
"0502796000",1,"Residential",8,3026.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3026.93,0.00,0.00,0.00,0.00,0.00
"0502797010",2,"Residential",6,2839.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2839.23,0.00,0.00,0.00,0.00,0.00
"0502800000",1,"Residential",6,908.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,908.04,0.00,0.00,0.00,0.00,0.00
"0502801000",1,"Residential",6,784.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,784.18,0.00,0.00,0.00,0.00,0.00
"0502802000a",2,"Museum",6,784.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,784.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0502803000",1,"Residential",6,752.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,752.83,0.00,0.00,0.00,0.00,0.00
"0502804000",2,"CollegeAcademic",6,1036.38,0.00,1036.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0502805000",2,"CollegeAcademic",6,1029.99,0.00,1029.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0502806000",1,"Residential",6,865.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,865.52,0.00,0.00,0.00,0.00,0.00
"0502807000",2,"Residential",6,882.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,882.17,0.00,0.00,0.00,0.00,0.00
"0502808000",2,"Residential",7,1122.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1122.47,0.00,0.00,0.00,0.00,0.00
"0502809000",1,"Residential",6,1003.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1003.27,0.00,0.00,0.00,0.00,0.00
"0502810000",2,"Residential",6,968.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,968.71,0.00,0.00,0.00,0.00,0.00
"0502811000",1,"Residential",6,967.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,967.91,0.00,0.00,0.00,0.00,0.00
"0502812000",2,"Residential",6,843.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,843.24,0.00,0.00,0.00,0.00,0.00
"0502813000",2,"Residential",7,864.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,729.93,0.00,134.74,0.00,0.00,0.00
"0502814000",1,"CollegeAcademic",6,986.97,0.00,986.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0502815000",1,"Residential",6,774.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,774.86,0.00,0.00,0.00,0.00,0.00
"0502816000",1,"Residential",6,749.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,749.41,0.00,0.00,0.00,0.00,0.00
"0502817000",1,"Residential",6,735.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,735.68,0.00,0.00,0.00,0.00,0.00
"0502818000",1,"Residential",7,922.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,922.63,0.00,0.00,0.00,0.00,0.00
"0502819000",1,"Residential",7,981.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,981.29,0.00,0.00,0.00,0.00,0.00
"0502820000",2,"CollegeAcademic",6,1013.08,0.00,1013.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0502821000",2,"Residential",6,1166.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,222.19,944.04,0.00,0.00,0.00,0.00,0.00
"0502822000",1,"Residential",6,997.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,166.31,831.59,0.00,0.00,0.00,0.00,0.00
"0502823000",1,"Residential",6,2235.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2235.10,0.00,0.00,0.00,0.00,0.00
"0502824000",3,"Residential",5,2659.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2659.81,0.00,0.00,0.00,0.00,0.00
"0502825000",2,"Residential",5,1799.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1799.54,0.00,0.00,0.00,0.00,0.00
"0502826000",2,"Residential",4,2211.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2211.68,0.00,0.00,0.00,0.00,0.00
"0502827000",1,"Residential",5,1082.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1082.58,0.00,0.00,0.00,0.00,0.00
"0502828000",1,"Residential",6,1350.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1350.21,0.00,0.00,0.00,0.00,0.00
"0502829000",2,"Residential",7,1192.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1192.81,0.00,0.00,0.00,0.00,0.00
"0502830000",2,"Residential",5,1189.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1189.51,0.00,0.00,0.00,0.00,0.00
"0502831000",2,"Residential",6,1736.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1736.46,0.00,0.00,0.00,0.00,0.00
"0502832000",2,"Residential",5,1261.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1261.61,0.00,0.00,0.00,0.00,0.00
"0502833000",1,"Residential",6,697.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,697.61,0.00,0.00,0.00,0.00,0.00
"0502834000",2,"Residential",5,1114.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1114.22,0.00,0.00,0.00,0.00,0.00
"0502835000",2,"Residential",5,1180.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1180.21,0.00,0.00,0.00,0.00,0.00
"0502837010",3,"Residential",5,2323.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2323.52,0.00,0.00,0.00,0.00,0.00
"0502838000",1,"Worship",2,1358.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1358.23
"0502841000",1,"Residential",6,684.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,684.88,0.00,0.00,0.00,0.00,0.00
"0502842000",1,"Residential",6,763.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,763.13,0.00,0.00,0.00,0.00,0.00
"0502843000",1,"Residential",6,746.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124.42,622.12,0.00,0.00,0.00,0.00,0.00
"0502844000",1,"Residential",6,1450.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.77,0.00,0.00,0.00,0.00,0.00
"0502846000",1,"Residential",6,665.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,665.89,0.00,0.00,0.00,0.00,0.00
"0502847000",1,"Residential",6,533.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,533.82,0.00,0.00,0.00,0.00,0.00
"0502848000",1,"Residential",6,580.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,580.12,0.00,0.00,0.00,0.00,0.00
"0502849000",1,"Residential",6,623.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,623.22,0.00,0.00,0.00,0.00,0.00
"0502850000",1,"Residential",5,675.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,675.35,0.00,0.00,0.00,0.00,0.00
"0502851000",1,"Residential",5,1229.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1229.73,0.00,0.00,0.00,0.00,0.00
"0502852000",2,"Residential",6,817.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,817.06,0.00,0.00,0.00,0.00,0.00
"0502853000",1,"Residential",6,1980.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1980.68,0.00,0.00,0.00,0.00,0.00
"0502854000",1,"Residential",5,780.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,780.05,0.00,0.00,0.00,0.00,0.00
"0502855000",1,"Residential",5,795.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,795.96,0.00,0.00,0.00,0.00,0.00
"0502856010",2,"Residential",7,2770.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2770.83,0.00,0.00,0.00,0.00,0.00
"0502858000a",1,"Office",6,741.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,741.84,0.00,0.00,0.00,0.00,0.00,0.00
"0502859000",1,"Office",6,1099.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1099.88,0.00,0.00,0.00,0.00,0.00,0.00
"0502860000",1,"Residential",5,663.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,663.52,0.00,0.00,0.00,0.00,0.00
"0502861000",1,"Residential",5,1575.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1575.72,0.00,0.00,0.00,0.00,0.00
"0502862000",1,"Residential",6,916.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,916.51,0.00,0.00,0.00,0.00,0.00
"0502863000",1,"Residential",6,1374.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1374.81,0.00,0.00,0.00,0.00,0.00
"0502864000",1,"Residential",6,1457.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1457.40,0.00,0.00,0.00,0.00,0.00
"0502865000",1,"Residential",6,609.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,609.09,0.00,0.00,0.00,0.00,0.00
"0502866000",1,"Residential",6,653.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,653.42,0.00,0.00,0.00,0.00,0.00
"0502867000",2,"Residential",6,1353.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1353.23,0.00,0.00,0.00,0.00,0.00
"0502869000",1,"Residential",6,712.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,712.36,0.00,0.00,0.00,0.00,0.00
"0502870000",1,"Residential",5,707.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,707.68,0.00,0.00,0.00,0.00,0.00
"0502871000",1,"Residential",5,809.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,809.77,0.00,0.00,0.00,0.00,0.00
"0502872000",1,"CollegeAcademic",4,629.03,0.00,629.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0502873000",2,"Worship",4,4338.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4338.51
"0502875000",1,"Office",11,4140.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4140.86,0.00,0.00,0.00,0.00,0.00,0.00
"0502876000",1,"Residential",5,2257.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2257.34,0.00,0.00,0.00,0.00,0.00
"0502878000",1,"Office",5,988.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,988.63,0.00,0.00,0.00,0.00,0.00,0.00
"0502879000",3,"Residential",7,1388.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1388.27,0.00,0.00,0.00,0.00,0.00
"0502880000",2,"Residential",6,1010.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1010.46,0.00,0.00,0.00,0.00,0.00
"0502881000",1,"Residential",5,813.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,813.25,0.00,0.00,0.00,0.00,0.00
"0502882000",1,"Residential",5,1182.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1182.89,0.00,0.00,0.00,0.00,0.00
"0502883000",1,"Residential",6,1990.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1990.90,0.00,0.00,0.00,0.00,0.00
"0502885010",2,"Residential",5,2287.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2287.11,0.00,0.00,0.00,0.00,0.00
"0502887000",2,"Residential",5,1098.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1098.62,0.00,0.00,0.00,0.00,0.00
"0502888000",1,"Residential",5,893.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,893.41,0.00,0.00,0.00,0.00,0.00
"0502889000",1,"Residential",5,983.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,983.32,0.00,0.00,0.00,0.00,0.00
"0502890000",1,"Residential",5,955.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,955.87,0.00,0.00,0.00,0.00,0.00
"0502891000",1,"Residential",5,872.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,872.49,0.00,0.00,0.00,0.00,0.00
"0502892000",1,"Residential",8,4346.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4346.80,0.00,0.00,0.00,0.00,0.00
"0502893000",1,"Residential",5,725.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,725.71,0.00,0.00,0.00,0.00,0.00
"0502894000",1,"Residential",5,422.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,422.89,0.00,0.00,0.00,0.00,0.00
"0502895000",1,"Residential",5,509.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,509.29,0.00,0.00,0.00,0.00,0.00
"0502896000",2,"Residential",5,1776.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1776.35,0.00,0.00,0.00,0.00,0.00
"0502897000",1,"Residential",5,787.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,787.51,0.00,0.00,0.00,0.00,0.00
"0502898000",1,"Residential",5,726.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,726.98,0.00,0.00,0.00,0.00,0.00
"0502899000",1,"Residential",5,760.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,760.62,0.00,0.00,0.00,0.00,0.00
"0502900000",1,"Residential",5,726.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,726.06,0.00,0.00,0.00,0.00,0.00
"0502901000",1,"Residential",5,759.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,759.58,0.00,0.00,0.00,0.00,0.00
"0502902000",2,"Residential",6,887.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,887.87,0.00,0.00,0.00,0.00,0.00
"0502903000",3,"Residential",5,641.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,641.28,0.00,0.00,0.00,0.00,0.00
"0502904000",1,"Residential",5,722.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,722.40,0.00,0.00,0.00,0.00,0.00
"0502905000",3,"Residential",5,671.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,671.08,0.00,0.00,0.00,0.00,0.00
"0502906000",1,"Residential",5,531.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,531.67,0.00,0.00,0.00,0.00,0.00
"0502907000",1,"Residential",5,636.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,636.56,0.00,0.00,0.00,0.00,0.00
"0502908000",1,"Residential",5,526.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,526.28,0.00,0.00,0.00,0.00,0.00
"0502909000",1,"Residential",5,539.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,539.50,0.00,0.00,0.00,0.00,0.00
"0502910000",1,"Residential",5,477.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,477.83,0.00,0.00,0.00,0.00,0.00
"0502911000",1,"Residential",5,526.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,526.03,0.00,0.00,0.00,0.00,0.00
"0502912000",1,"Residential",5,515.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,515.10,0.00,0.00,0.00,0.00,0.00
"0502913000",1,"Residential",5,443.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,443.04,0.00,0.00,0.00,0.00,0.00
"0502914000",1,"Residential",5,551.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,551.42,0.00,0.00,0.00,0.00,0.00
"0502915000",1,"Residential",6,606.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,606.06,0.00,0.00,0.00,0.00,0.00
"0502916000",1,"Residential",5,570.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,570.31,0.00,0.00,0.00,0.00,0.00
"0502917000",1,"Residential",5,664.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,664.11,0.00,0.00,0.00,0.00,0.00
"0502918000",1,"Residential",6,659.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,659.01,0.00,0.00,0.00,0.00,0.00
"0502919000",1,"Residential",5,535.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,535.91,0.00,0.00,0.00,0.00,0.00
"0502920000",1,"Residential",5,749.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,749.33,0.00,0.00,0.00,0.00,0.00
"0503065100b",1,"CollegeAcademic",4,1681.80,0.00,1681.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"0503067000",1,"Residential",4,1078.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1078.72,0.00,0.00,0.00,0.00,0.00
"0503068000",1,"Residential",7,3024.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3024.78,0.00,0.00,0.00,0.00,0.00
"0503069000",1,"Residential",5,577.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115.40,461.60,0.00,0.00,0.00,0.00,0.00
"0503070000",3,"Residential",6,1254.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1254.38,0.00,0.00,0.00,0.00,0.00
"0503071000",1,"Residential",5,835.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,835.65,0.00,0.00,0.00,0.00,0.00
"0503072000",1,"Residential",5,749.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,749.13,0.00,0.00,0.00,0.00,0.00
"0503073000",1,"Residential",5,769.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,769.15,0.00,0.00,0.00,0.00,0.00
"0503074000",2,"Residential",5,851.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,851.13,0.00,0.00,0.00,0.00,0.00
"0503075000",1,"Residential",5,736.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,736.78,0.00,0.00,0.00,0.00,0.00
"0503076000",2,"Residential",9,2531.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2531.57,0.00,0.00,0.00,0.00,0.00
"0503077000",1,"Residential",5,701.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,701.63,0.00,0.00,0.00,0.00,0.00
"0503078000",1,"Residential",5,683.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,683.68,0.00,0.00,0.00,0.00,0.00
"0503079000",1,"Residential",5,1004.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1004.05,0.00,0.00,0.00,0.00,0.00
"0503080000",1,"Residential",4,588.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147.15,441.47,0.00,0.00,0.00,0.00,0.00
"0503081000",1,"Residential",4,357.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,178.57,0.00,178.57,0.00,0.00,0.00
"0503082000",1,"Residential",4,362.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,181.06,0.00,181.06,0.00,0.00,0.00
"0503083000",1,"Residential",4,456.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228.21,228.21,0.00,0.00,0.00,0.00
"0503084000",1,"Residential",5,496.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,298.08,0.00,198.72,0.00,0.00,0.00
"0503085000",1,"Office",5,481.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,289.06,0.00,0.00,192.70,0.00,0.00,0.00
"0503086000",1,"Office",4,397.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,198.60,0.00,0.00,198.60,0.00,0.00,0.00
"0503087000",1,"Residential",5,513.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,410.77,0.00,102.69,0.00,0.00,0.00
"0503088000",1,"Residential",5,539.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,539.73,0.00,0.00,0.00,0.00,0.00
"0503089000",1,"Residential",4,424.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,212.41,0.00,212.41,0.00,0.00,0.00
"0503090000",2,"Residential",4,580.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,271.60,0.00,309.29,0.00,0.00,0.00
"0503091000",2,"Residential",4,521.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,521.28,0.00,0.00,0.00,0.00,0.00
"0503092000",2,"Office",5,731.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,407.23,0.00,0.00,324.52,0.00,0.00,0.00
"0503093000",1,"Residential",5,616.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,369.78,0.00,246.52,0.00,0.00,0.00
"0503094000",1,"Residential",5,621.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,372.67,0.00,248.45,0.00,0.00,0.00
"0503095000",1,"Office",5,642.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,385.52,0.00,0.00,257.01,0.00,0.00,0.00
"0503096000",1,"Residential",5,363.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,363.86,0.00,0.00,0.00,0.00,0.00
"0503097000",2,"Residential",4,256.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,256.72,0.00,0.00,0.00,0.00,0.00
"0503098000",1,"Residential",5,618.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,618.85,0.00,0.00,0.00,0.00,0.00
"0503099000",1,"Office",3,1324.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,882.80,0.00,0.00,441.40,0.00,0.00,0.00
